,y,x,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,transaction,positionSwitch,tradecosts,hr_memory,invest_memory,spreadmemory,spread pct ch,port rets,cum rets
2019-08-16 14:35:00,60.797105992,60.693999999999996,-0.986,0.9528219920000041,-0.8266259756302664,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9528219920000041,3.4068234426660667e-05,0.0,0.9931192933140371
2019-08-16 14:40:00,60.779762100000006,60.674,-0.986,0.9551981000000112,-0.6292790261356906,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9551981000000112,2.0152969842249597e-05,0.0,0.9931192933140371
2019-08-16 14:45:00,60.786144920000005,60.685080000000006,-0.986,0.9506560399999984,-0.4784195566180886,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9506560399999984,-3.8523500700167055e-05,-0.0,0.9931192933140371
2019-08-16 14:50:00,60.83596202,60.72272,-0.986,0.9633600999999956,-0.5603568838045517,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9633600999999956,0.00010774953750137178,0.0,0.9931192933140371
2019-08-16 14:55:00,60.86349823487999,60.7673,-0.986,0.9469404348799912,-0.1522091655844478,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9469404348799912,-0.00013926345771416863,-0.0,0.9931192933140371
2019-08-16 15:00:00,60.8914076,60.79,-0.986,0.9524676000000056,-0.6719266212829401,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9524676000000056,4.687867385508205e-05,0.0,0.9931192933140371
2019-08-19 13:40:00,61.55461842,61.524,-0.986,0.8919544199999976,-0.40188529128272005,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8919544199999976,-0.0005132427867736412,-0.0,0.9931192933140371
2019-08-19 13:45:00,61.55543537256,61.50599999999999,-0.985,0.9720253725600045,-2.1761583683296037,True,False,1.0,False,False,0.0,1.0,True,False,0.0063,-0.985,122.13884537255998,0.9720253725600045,0.0006555731906238889,-5.158064152958968e-05,0.9930677126725076
2019-08-19 13:50:00,61.5495226,61.512,-0.985,0.9602026000000023,0.3768992085604416,False,True,0.0,False,False,0.0,0.0,True,False,0.0063,-0.985,122.13884537255998,0.9602026000000023,-9.6797808460848e-05,-0.0001483784499904377,0.9929193342225171
2019-08-19 13:55:00,61.578018840000006,61.538,-0.985,0.9630888400000117,-0.12469717214336606,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.985,122.13884537255998,0.9630888400000117,2.3630811239499366e-05,0.0,0.9929193342225171
2019-08-19 14:00:00,61.5415388,61.522000000000006,-0.985,0.9423687999999899,0.033380041653233515,False,True,0.0,False,False,0.0,0.0,False,False,0.0,-0.985,122.13884537255998,0.9423687999999899,-0.00016964332630474356,-0.0,0.9929193342225171
2019-08-19 14:05:00,61.567367719125,61.525,-0.985,0.9652427191250013,-0.685876659496563,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.985,122.13884537255998,0.9652427191250013,0.0001872780036133391,0.0,0.9929193342225171
2019-08-19 14:10:00,61.625841460000004,61.6,-0.985,0.9498414600000018,0.22448327703841672,False,True,0.0,False,False,0.0,0.0,False,False,0.0,-0.985,122.13884537255998,0.9498414600000018,-0.00012609632159220937,-0.0,0.9929193342225171
2019-08-19 14:15:00,61.629057102000004,61.602999999999994,-0.985,0.9501021020000096,-0.3136617427029152,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.985,122.13884537255998,0.9501021020000096,2.133981201580162e-06,0.0,0.9929193342225171
2019-08-19 14:20:00,61.678251025,61.6536,-0.985,0.949455025000006,-0.2994970467153796,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.985,122.13884537255998,0.949455025000006,-5.29788044114688e-06,-0.0,0.9929193342225171
